user_id,intercept,state_tod,state_b_bar,state_a_bar,state_bias,state_modif,nudge,nudge_x_state_tod,nudge_x_state_b_bar,nudge_x_state_a_bar,nudge_x_state_bias,nudge_x_state_modif
robas+119@developers.pg.com,1.2086624093625549,-0.23548868837344028,-1.010318307139791,0.39268902893828583,-0.0026781487297801916,-0.4399743380354143,0.6931471805599453,-0.07064660651203208,-0.30309549214193726,0.11780670868148574,-0.0008034446189340575,-0.1319923014106243
robas+126@developers.pg.com,0.48935264758758673,-0.00038140160399083485,-0.034396106395178185,0.5440939045991591,-6.06818110294942e-05,-0.17879468852721367,0.6931471805599453,-0.00011442048119725045,-0.010318831918553454,0.1632281713797477,-1.820454330884826e-05,-0.0536384065581641
digitaldentalcoach+214@gmail.com,0.7517197111051783,0.09372713520895423,-0.82846462296169,-0.24471123295128622,0.001679431808748532,-0.4179142108961692,0.6931471805599453,0.02811814056268627,-0.248539386888507,-0.07341336988538587,0.0005038295426245596,-0.12537426326885076
robas+135@developers.pg.com,-0.29193870552140144,0.022237783353332416,-0.3211467431716997,0.6416560242402359,-8.71900706891022e-05,0.10329246981706487,0.6931471805599453,0.006671335005999725,-0.09634402295150991,0.19249680727207077,-2.615702120673066e-05,0.03098774094511946
robas+199@developers.pg.com,-0.8892238658450835,-0.05650252975137908,0.7927605026012912,0.06545951460130993,-0.004059648567713772,0.6102046676895695,0.6931471805599453,-0.016950758925413725,0.23782815078038733,0.019637854380392977,-0.0012178945703141314,0.18306140030687085
digitaldentalcoach+243@gmail.com,1.1479820169222386,-0.009600279820846356,0.8618134745714766,0.01836856590491458,0.00030269375111461564,-0.3005233224835211,0.6931471805599453,-0.0028800839462539067,0.25854404237144296,0.005510569771474374,9.080812533438469e-05,-0.09015699674505633
robas+169@developers.pg.com,1.0961356411310674,0.024251017793060145,1.1345674219197701,0.6217766237401104,0.00015013530054195105,-0.18895896681709534,0.6931471805599453,0.0072753053379180435,0.340370226575931,0.18653298712203312,4.5040590162585314e-05,-0.0566876900451286
robas+137@developers.pg.com,0.6461790710344324,0.007405979832354449,-0.7956251182992488,1.3814254130063848,-0.001987932724199047,-0.08709039751314801,0.6931471805599453,0.0022217939497063345,-0.23868753548977462,0.4144276239019154,-0.0005963798172597141,-0.0261271192539444
robas+128@developers.pg.com,3.7824372554255206,-0.1548793770075802,1.8389094344772339,0.5239488628243365,-8.694685521140806e-05,-1.0220682853386527,0.6931471805599453,-0.04646381310227406,0.5516728303431702,0.15718465884730096,-2.6084056563422416e-05,-0.30662048560159577
digitaldentalcoach+238@gmail.com,-0.5055348420244274,0.0033162956502262937,-0.40307494604185456,-1.1028997090788848,0.000882600539502154,0.04257102549255889,0.6931471805599453,0.000994888695067888,-0.12092248381255637,-0.33086991272366545,0.00026478016185064616,0.012771307647767667
robas+153@developers.pg.com,1.208669748060053,0.0014986329951437115,2.612382103194804,-2.2875995563153646,0.0013792544949970346,-0.7858356643814886,0.6931471805599453,0.0004495898985431134,0.7837146309584412,-0.6862798668946094,0.00041377634849911035,-0.23575069931444656
digitaldentalcoach+217@gmail.com,0.8563253119903823,-0.01138209063136284,-0.18573904184094647,0.8429537771416069,0.00028316661752761276,-0.19219036876439716,0.6931471805599453,-0.003414627189408852,-0.05572171255228394,0.25288613314248204,8.494998525828383e-05,-0.05765711062931914
digitaldentalcoach+240@gmail.com,0.10752917599032852,0.003688416768541612,0.05370181582121683,0.664907587939022,0.0004038472703949694,0.08932029847614398,0.6931471805599453,0.0011065250305624837,0.016110544746365047,0.19947227638170661,0.00012115418111849082,0.026796089542843193
digitaldentalcoach+222@gmail.com,1.4394831697208554,-0.021780542581050867,-1.1833954794451202,0.25637266747217047,3.762102580993649e-05,-0.4440129442631763,0.6931471805599453,-0.00653416277431526,-0.35501864383353604,0.07691180024165113,1.1286307742980946e-05,-0.13320388327895288
digitaldentalcoach+212@gmail.com,-0.10365672436011536,-0.014013981272118517,-0.4020868375400185,1.1920389862197232,-0.014201603134112537,0.1746828819696074,0.6931471805599453,-0.004204194381635555,-0.12062605126200554,0.35761169586591696,-0.004260480940233761,0.05240486459088222
digitaldentalcoach+218@gmail.com,-0.6854299531696352,-0.03471937767280458,1.5727890900853214,-0.12701751248533302,0.00044332625930235017,0.24440390817257168,0.6931471805599453,-0.010415813301841373,0.4718367270255964,-0.03810525374559991,0.00013299787779070505,0.0733211724517715
digitaldentalcoach+219@gmail.com,0.5594579145246551,0.03434370658120863,-2.0512942805498438,0.17640445008354283,0.0007918020565060163,-0.48257427391863594,0.6931471805599453,0.010303111974362589,-0.6153882841649531,0.05292133502506285,0.0002375406169518049,-0.14477228217559077
robas+178@developers.pg.com,2.319499854984521,-0.000750147416765606,-1.908279738735348,0.5577489469410402,8.586280119610558e-05,-0.2894881839400723,0.6931471805599453,-0.0002250442250296818,-0.5724839216206044,0.16732468408231205,2.5758840358831672e-05,-0.08684645518202169
robas+132@developers.pg.com,2.185567065072289,0.032460732617315975,-0.7974263620381185,1.0523937950552138,-0.001339644562569367,-0.38958826299637533,0.6931471805599453,0.009738219785194792,-0.23922790861143553,0.3157181385165641,-0.0004018933687708101,-0.11687647889891259
digitaldentalcoach+225@gmail.com,0.330065944229845,-0.00895461772672788,0.043388588274159645,1.1231455591700938,-0.00016367598795303888,-0.09750824434785567,0.6931471805599453,-0.002686385318018364,0.013016576482247893,0.33694366775102813,-4.910279638591166e-05,-0.0292524733043567
digitaldentalcoach+239@gmail.com,-2.1332155729513436,0.00642811244021707,0.07278215245763037,-0.7812911249038592,0.00017298409656785733,0.6102323240123353,0.6931471805599453,0.001928433732065121,0.021834645737289108,-0.23438733747115775,5.18952289703572e-05,0.1830696972037006
robas+173@developers.pg.com,-0.23523071129192485,0.0003258440178941376,-1.4961260045413485,-2.0664242192428217,0.0001908837620104595,-0.4704572375943191,0.6931471805599453,9.775320536824128e-05,-0.44883780136240453,-0.6199272657728465,5.7265128603137845e-05,-0.14113717127829573
digitaldentalcoach+232@gmail.com,0.30157534937723757,-0.003953143135364165,-0.22719307644341813,0.8036505823371747,-0.0011908069991048743,-0.031328213936081845,0.6931471805599453,-0.0011859429406092495,-0.06815792293302543,0.24109517470115238,-0.0003572420997314623,-0.009398464180824554
robas+130@developers.pg.com,0.5528261656999803,-0.0008644843366968932,-1.0911097150323112,1.0642892422849577,0.0003525530444003529,-0.27345890527708433,0.6931471805599453,-0.00025934530100906795,-0.3273329145096934,0.3192867726854873,0.00010576591332010587,-0.08203767158312529
robas+182@developers.pg.com,1.378082183288517,-0.026234248138106268,-0.05274408183766966,-0.12489526521741126,2.2634209553585314e-06,-0.33787897340483286,0.6931471805599453,-0.00787027444143188,-0.015823224551300898,-0.03746857956522338,6.790262866075594e-07,-0.10136369202144986
robas+172@developers.pg.com,1.1285506019681804,0.07176838281239223,-0.06824590707107381,0.23123813791111883,-0.002957174341556623,-0.4008866060534569,0.6931471805599453,0.02153051484371767,-0.02047377212132214,0.06937144137333565,-0.0008871523024669869,-0.12026598181603707
robas+151@developers.pg.com,1.7200923457099189,-0.034678577543380135,0.27035018748438683,0.35638180647927165,-0.0021294037875288045,-0.42334148022725765,0.6931471805599453,-0.01040357326301404,0.08110505624531604,0.10691454194378149,-0.0006388211362586413,-0.1270024440681773
digitaldentalcoach+266@gmail.com,2.064205502731829,0.07045188203383317,-1.0041621099604927,0.3692652009487436,0.0009009630127968077,-0.42386198021358357,0.6931471805599453,0.02113556461014995,-0.3012486329881478,0.11077956028462307,0.00027028890383904233,-0.12715859406407506
robas+147@developers.pg.com,3.07966830029013,0.0254689251111177,1.0471673601678961,-1.1224370083645916,-0.0005112768323041958,-0.47893297708594074,0.6931471805599453,0.007640677533335309,0.3141502080503688,-0.3367311025093775,-0.00015338304969125872,-0.14367989312578222
digitaldentalcoach+203@gmail.com,2.719508463243991,-0.0021784519119758877,-0.7880692246328674,-1.0878361214805976,-0.00018841564714233792,-1.1762785401983311,0.6931471805599453,-0.0006535355735927663,-0.23642076738986023,-0.3263508364441793,-5.652469414270137e-05,-0.35288356205949933
robas+136@developers.pg.com,1.2972830815207768,-0.04566329372093864,-0.8591977518758122,0.013263359665774906,0.0004297104651789799,-0.40279292362685243,0.6931471805599453,-0.013698988116281592,-0.2577593255627436,0.003979007899732471,0.00012891313955369396,-0.12083787708805573
